name,elev_ft,elev_m,lat,lon,activities,season,link
Ross Peak,9773,2979,43.7247,-115.0157,Hiking,"Summer, Fall",http://www.summitpost.org/ross-peak/648957
Grand Mountain,7264,2214,43.8579,-115.4238,Hiking,"Summer, Fall",http://www.summitpost.org/grand-mountain/634395
West Warrior Peak,8930,2722,43.8758,-115.2996,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/west-warrior-peak/634716
Bonneville Peak,9271,2826,42.76329,-112.14104,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/bonneville-peak/220882
Borah Peak,12662,3859,44.1374,-113.781,"Hiking, Mountaineering, Trad Climbing, Ice Climbing, Mixed, Skiing",,http://www.summitpost.org/borah-peak/150190
USGS Peak,11982,3652,44.01339,-113.58181,"Hiking, Mountaineering, Mixed, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/usgs-peak/546538
Boulder Basin Peak,11041,3365,32.84,-113.91,,,http://www.summitpost.org/boulder-basin-peak/306540
Boulder Mountain,8377,2553,44.88134,-115.93833,Hiking,Summer,http://www.summitpost.org/boulder-mountain/587069
Boulder Peak,10981,3347,43.8327,-114.5181,,,http://www.summitpost.org/boulder-peak/153174
"Boundary COHP (Unnamed 7,709)",7709,2350,48.8469,-116.5539,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/boundary-cohp-unnamed-7-709/268524
"Boxtop, 5.7-5.11c",,,42.0809,-113.70741,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/boxtop-5-7-5-11c/1001208
"Bracksiek�۪s Pillar, 5.7-5.12a",6500,1981,42.137,-113.67,Trad Climbing,"Spring, Summer, Fall, Winter",http://www.summitpost.org/bracksiek-s-pillar-5-7-5-12a/852462
Braxon Peak,10353,3156,44.0935,-114.9967,"Hiking, Mountaineering, Mixed, Scrambling",,http://www.summitpost.org/braxon-peak/154462
"Breadloaves, Decadent Wall, 5.4-5.12a",,,42.08641,-113.72927,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/breadloaves-decadent-wall-5-4-5-12a/976086
"Upper Breadloaves North, 5.8-5.12c",,,42.08837,-113.72924,Trad Climbing,"Spring, Summer, Fall",http://www.summitpost.org/upper-breadloaves-north-5-8-5-12c/911023
Mount Breitenbach,12140,3700,44.065,-113.673,,,http://www.summitpost.org/mount-breitenbach/152084
Bromaghin Peak,10225,3117,43.8305,-114.7192,,,http://www.summitpost.org/bromaghin-peak/154544
Browns Peak,9705,2958,43.93425,-115.13419,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/browns-peak/470785
"Bruin Mountain, north",8767,2672,45.1761,-116.1188,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/bruin-mountain-north/284548
"Bruin Mountain, south",8607,2623,45.1761,-116.1188,"Hiking, Bouldering, Scrambling","Summer, Fall",http://www.summitpost.org/bruin-mountain-south/285142
Brundage Mountain,7803,2378,45.02132,-116.12831,"Hiking, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/brundage-mountain/795544
Bruneau Dunes,2835,864,42.895,-115.697,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/bruneau-dunes/277179
Buckhorn Mountain,8457,2578,44.8677,-115.9018,Hiking,"Summer, Fall",http://www.summitpost.org/buckhorn-mountain/669711
Buffalo Hump,8939,2725,45.6207,-115.699,,,http://www.summitpost.org/buffalo-hump/153291
Bull Trout Point,8876,2705,44.3299,-115.2869,"Hiking, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/bull-trout-point/370529
Burnt Knob,8196,2498,45.7025,-114.9913,,,http://www.summitpost.org/burnt-knob/581230
Buttercup Mountain,9079,2767,43.516,-114.576,,,http://www.summitpost.org/buttercup-mountain/154983
Cabin Mountain (ID),11224,3421,43.84753,-113.76223,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/cabin-mountain-id/649521
Cache Peak (ID),10339,3151,42.1856,-113.6603,,,http://www.summitpost.org/cache-peak-id/152960
Camp Howard,6065,1849,45.7095,-116.4237,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/camp-howard/370498
Cannon Ball Mountain,7197,2194,,,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/cannon-ball-mountain/588266
Cannonball Mountain,8330,2539,43.46,-114.712,,,http://www.summitpost.org/cannonball-mountain/155282
Canyon Creek Point,8605,2623,44.22992,-115.24462,"Hiking, Mountaineering, Trad Climbing, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/canyon-creek-point/251717
Cape Horn Mountain (ID),9526,2904,44.407,-115.2389,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/cape-horn-mountain-id/746628
Carbonate Mountain,6714,2046,43.31,-114.2,,,http://www.summitpost.org/carbonate-mountain/153564
Cardiac Peak,11202,3414,44.0849,-114.5758,Mountaineering,"Summer, Fall",http://www.summitpost.org/cardiac-peak/995976
Caribou Mountain (ID),9803,2988,43.0934,-111.3115,Hiking,"Summer, Fall",http://www.summitpost.org/caribou-mountain-id/658557
Mount Carter,10590,3228,44.1401,-115.0173,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/mount-carter/347956
Castle Peak,11815,3601,44.0398,-114.5884,"Hiking, Mountaineering, Ice Climbing, Mixed, Scrambling",,http://www.summitpost.org/castle-peak/152077
Castle Rock (Idaho),8781,2676,43.916,-113.9914,,,http://www.summitpost.org/castle-rock-idaho/154587
"Castle Rock (Shock) Buttress, 5.6-5.12c",,,42.12456,-113.67222,Trad Climbing,"Spring, Summer, Fall, Winter",http://www.summitpost.org/castle-rock-shock-buttress-5-6-5-12c/976067
"Castle Rock West, 5.7-5.11d",6000,1829,42.125,-113.671,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/castle-rock-west-5-7-5-11d/852715
Castor,13864,4226,45.9209,-7.79336,,,http://www.summitpost.org/castor/150540
Caulkens Peak,11500,3505,44.11613,-114.62001,,,http://www.summitpost.org/caulkens-peak/213140
Center Mountain,10362,3158,45.23,-113.648,"Hiking, Bouldering, Scrambling","Summer, Fall",http://www.summitpost.org/center-mountain/300333
Center Mountain,8260,2518,45.58449,-115.04471,Hiking,"Summer, Fall",http://www.summitpost.org/center-mountain/604031
Center Ridge,5304,1617,45.6137,-116.3534,,,http://www.summitpost.org/center-ridge/155361
Cerro Ciento,11154,3400,43.8635,-114.5834,,,http://www.summitpost.org/cerro-ciento/155171
Cervidae Peak,4987,1520,43.6141,-115.974,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/cervidae-peak/155243
Gauntlet Loop Challenge,,,2.10572,-112.50375,Mountaineering,Summer,http://www.summitpost.org/gauntlet-loop-challenge/987516
Chilco Mountain,5635,1718,47.89154,-116.52975,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/chilco-mountain/454672
Chimney Peak,7681,2341,46.1912,-115.2594,"Hiking, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/chimney-peak/489653
Chimney Rock,7124,2171,48.6191,-116.6967,"Hiking, Trad Climbing, Aid Climbing, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/chimney-rock/151709
Mount Church,12200,3719,44.066,-113.713,,,http://www.summitpost.org/mount-church/152080
Cirque Lake Peak,10210,3112,44.0781,-115.0507,,,http://www.summitpost.org/cirque-lake-peak/153981
Mt. Sevy,10480,3194,44.0246,-114.97328,"Hiking, Mountaineering, Trad Climbing, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/mt-sevy/556550
Cobb Peak,11650,3551,43.7311,-114.126,,,http://www.summitpost.org/cobb-peak/154327
"Coeur d'Alene, Mount",4439,1353,47.5814,-116.6895,,,http://www.summitpost.org/coeur-d-alene-mount/154006
The Coffin,10110,3082,44.02891,-114.97332,"Hiking, Trad Climbing, Aid Climbing, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/the-coffin/231366
"Comp Wall, 5.10a-5.13d",,,42.13662,-113.66705,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/comp-wall-5-10a-5-13d/912794
Coolwater Ridge,6929,2112,46.1545,-115.457,Hiking,"Summer, Fall",http://www.summitpost.org/coolwater-ridge/521421
Copper Mountain,8966,2733,44.332,-115.201,,,http://www.summitpost.org/copper-mountain/155399
Copperhead Peak,10060,3066,45.304,-113.728,"Hiking, Bouldering, Scrambling",,http://www.summitpost.org/copperhead-peak/154643
Mount Corruption,11857,3614,44.11443,-113.6705,"Hiking, Mountaineering, Mixed, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/mount-corruption/195130
Council Mountain,8126,2477,44.7106,-116.2963,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/council-mountain/699928
"Crack House, 5.7-5.11a",,,42.12515,-113.67138,"Trad Climbing, Sport Climbing","Spring, Summer, Fall",http://www.summitpost.org/crack-house-5-7-5-11a/955831
Crag Peak/Heart Peak,6879,2097,46.9414,-115.5929,"Hiking, Scrambling","Summer, Fall",http://www.summitpost.org/crag-peak-heart-peak/277953
Mount Cramer,10716,3266,44.0111,-114.9817,"Hiking, Mountaineering, Bouldering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/mount-cramer/152308
"Upper and Lower Creekside, 5.5-5.12b",,,42.08072,-113.72146,"Trad Climbing, Sport Climbing","Spring, Summer, Fall",http://www.summitpost.org/upper-and-lower-creekside-5-5-5-12b/904702
"Crimson Arete, 5.8-5.12b",,,42.1253,-113.67108,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/crimson-arete-5-8-5-12b/955749
Croesus Peak,10322,3146,43.99496,-114.6604,"Hiking, Mountaineering, Scrambling, Skiing","Summer, Fall",http://www.summitpost.org/croesus-peak/243147
Cub Peak,9216,2809,42.11391,-111.59335,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/cub-peak/328790
Cuddy Mountain,7867,2398,44.7713,-116.7842,Hiking,Summer,http://www.summitpost.org/cuddy-mountain/215160
D.O. Lee Peak,11342,3457,44.1028,-114.6287,,,http://www.summitpost.org/d-o-lee-peak/154460
Dave's Peak,10579,3224,44.01933,-114.97587,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/dave-s-peak/557194
Decker Peak,10704,3263,44.0429,-114.9674,,,http://www.summitpost.org/decker-peak/155292
Little Decker,9870,3008,,,"Hiking, Mountaineering, Mixed, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/little-decker/265704
Deep Creek Peak (ID),8748,2666,42.4713,-112.655,,,http://www.summitpost.org/deep-creek-peak-id/153831
Devil's Bedstead East,11865,3616,43.7987,-114.1515,,,http://www.summitpost.org/devil-s-bedstead-east/152584
Devils Bedstead West,11051,3368,43.7898,-114.18,,,http://www.summitpost.org/devils-bedstead-west/154574
Devils Throne,9280,2829,45.3089,-116.5551,,,http://www.summitpost.org/devils-throne/152953
Diamond Peak,12197,3718,44.1414,-113.083,,,http://www.summitpost.org/diamond-peak/152083
Dickey Peak,11141,3396,44.229,-113.883,,,http://www.summitpost.org/dickey-peak/154794
Dollarhide Mountain,9301,2835,43.6091,-114.6817,,,http://www.summitpost.org/dollarhide-mountain/154627
Donaldson Peak,12023,3665,44.0641,-113.7005,,,http://www.summitpost.org/donaldson-peak/152087
Doublespring Peak,11611,3539,44.2041,-113.8,,,http://www.summitpost.org/doublespring-peak/154943
"The Duke, 5.6-5.10d",,,42.13138,-113.67153,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/the-duke-5-6-5-10d/1000940
Duncans Peak (Duncan Ridge),11755,3583,43.7562,-114.1376,,,http://www.summitpost.org/duncans-peak-duncan-ridge/154612
Eagle Cliff Peak,7543,2299,47.12972,-115.185,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/eagle-cliff-peak/202903
"Eagle Rock, 5.10-5.11",,,42.04015,-113.7134,Trad Climbing,"Spring, Summer, Fall",http://www.summitpost.org/eagle-rock-5-10-5-11/903968
Eagle's Beak (Le Bec D'Aigle),9727,2965,44.07683,-115.01192,"Hiking, Trad Climbing, Scrambling","Summer, Fall",http://www.summitpost.org/eagle-s-beak-le-bec-d-aigle/206288
Easley Peak,11108,3386,43.8517,-114.5808,,,http://www.summitpost.org/easley-peak/154268
East Moscow Mountain,4721,1439,46.8044,-116.8383,Hiking,"Summer, Fall",http://www.summitpost.org/east-moscow-mountain/348858
East Sister,7043,2147,46.8873,-115.5276,"Hiking, Bouldering","Summer, Fall",http://www.summitpost.org/east-sister/290725
East Warrior Peak,8758,2669,43.878,-115.216,Hiking,Spring,http://www.summitpost.org/east-warrior-peak/530027
Ebony and Ivory Peaks,10514,3205,44.0177,-114.6532,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/ebony-and-ivory-peaks/237667
Eighteenmile Peak,11141,3396,44.448,-112.995,"Hiking, Bouldering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/eighteenmile-peak/226668
El Capitan,9901,3018,43.9413,-114.9339,"Hiking, Mountaineering, Trad Climbing, Mixed",,http://www.summitpost.org/el-capitan/155265
Jim Sage Range HP -Elba Peak (ID),8046,2452,42.1841,-113.4945,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/jim-sage-range-hp-elba-peak-id/681638
"Elephant Rock, 5.7-5.11b",,,42.06714,-113.70914,"Trad Climbing, Sport Climbing","Spring, Summer, Fall",http://www.summitpost.org/elephant-rock-5-7-5-11b/795071
Elephants Perch,9870,3008,44.0685,-114.9684,"Mountaineering, Trad Climbing","Summer, Fall",http://www.summitpost.org/elephants-perch/152795
Elk Mountain,7826,2385,45.91306,-115.062,Hiking,"Summer, Fall",http://www.summitpost.org/elk-mountain/592546
Elk Peak,10582,3225,44.02438,-115.03734,"Hiking, Mountaineering, Trad Climbing, Aid Climbing, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/elk-peak/315017
Elkhorn Peak,9095,2772,42.334,-112.3275,"Hiking, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/elkhorn-peak/299674
Squaw Butte,5894,1796,44.00312,-116.41143,"Hiking, Mountaineering, Mixed, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/squaw-butte/275284
Fenn Mountain,8021,2445,46.1781,-115.2068,"Hiking, Bouldering, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/fenn-mountain/442211
Finger of Fate,9760,2975,44.0262,-114.9619,,,http://www.summitpost.org/finger-of-fate/155213
"Finger Rock, 5.10-5.10b",,,42.10218,-113.74258,Trad Climbing,"Spring, Summer, Fall",http://www.summitpost.org/finger-rock-5-10-5-10b/1000879
Fitsum Peak,8737,2663,44.97513,-115.8795,Hiking,Summer,http://www.summitpost.org/fitsum-peak/543702
"The Foil, 5.7-5.11c",,,42.14106,-113.68656,"Trad Climbing, Sport Climbing","Spring, Summer, Fall",http://www.summitpost.org/the-foil-5-7-5-11c/944280
Fourth of July Peak,10713,3265,44.0301,-114.635,,,http://www.summitpost.org/fourth-of-july-peak/154976
Franklin County HP (The Felt Hat),9484,2891,42.09477,-111.58076,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/franklin-county-hp-the-felt-hat/315519
Freeman Peak,10273,3131,45.274,-113.7,"Hiking, Mountaineering, Bouldering, Scrambling","Summer, Fall, Winter",http://www.summitpost.org/freeman-peak/224220
"Fremont COHP (Unnamed 10,420 ft.)",10420,3176,44.7391,-111.3954,Hiking,"Summer, Fall",http://www.summitpost.org/fremont-cohp-unnamed-10-420-ft/538874
Galena Peak,11153,3399,43.8897,-114.6028,,,http://www.summitpost.org/galena-peak/153215
Garden Creek Gap,,,42.2696,-112.097,"Trad Climbing, Sport Climbing, Toprope, Ice Climbing, Scrambling",,http://www.summitpost.org/garden-creek-gap/348321
Garden Creek Peak,9765,2976,44.05486,-115.08798,"Hiking, Mountaineering, Mixed, Scrambling",Summer,http://www.summitpost.org/garden-creek-peak/452237
Garns Mountain,9015,2748,43.6632,-111.3327,Hiking,Summer,http://www.summitpost.org/garns-mountain/175001
The General,10341,3152,44.47887,-114.80164,,"Summer, Fall",http://www.summitpost.org/the-general/653811
Germer Peak,7684,2342,44.3985,-114.2402,,"Spring, Summer, Fall, Winter",http://www.summitpost.org/germer-peak/191939
Gladiator Peak,10243,3122,43.9144,-114.656,,,http://www.summitpost.org/gladiator-peak/153807
Glassford Peak,11602,3536,43.91193,-114.48082,Mountaineering,Summer,http://www.summitpost.org/glassford-peak/434030
Glide Mountain,10256,3126,43.724,-113.963,,,http://www.summitpost.org/glide-mountain/154662
Goat Mountain,9943,3031,44.8234,-113.4389,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/goat-mountain/860950
Goat Mountain,8915,2717,43.95915,-115.35356,,Summer,http://www.summitpost.org/goat-mountain/528821
Goat Mountain (Kane Peak),11913,3631,43.7742,-114.142,,,http://www.summitpost.org/goat-mountain-kane-peak/154875
Goat Perch,10080,3072,44.05965,-114.9833,,,http://www.summitpost.org/goat-perch/155239
Mount Alpen,9704,2958,44.05919,-115.03315,"Hiking, Mountaineering, Trad Climbing, Mixed, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/mount-alpen/260976
Goldstone Mountain,9909,3020,45.119,-113.576,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/goldstone-mountain/232889
Gospel Peak,8348,2544,45.6206,-115.9404,,,http://www.summitpost.org/gospel-peak/153298
Grand Mogul,9733,2967,44.08019,-114.95064,"Mountaineering, Trad Climbing",Summer,http://www.summitpost.org/grand-mogul/185124
Grandjean Peak,9144,2787,44.1128,-115.0969,"Hiking, Mountaineering, Trad Climbing","Spring, Summer, Fall",http://www.summitpost.org/grandjean-peak/155343
Moolack Mountain,10330,3149,44.13012,-115.05033,"Hiking, Mountaineering, Trad Climbing, Mixed, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/moolack-mountain/265411
Grandmother Mountain,6369,1941,47.04758,-116.07317,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/grandmother-mountain/742487
"Granite Mountain, Idaho",8479,2584,45.0975,-116.2014,,,http://www.summitpost.org/granite-mountain-idaho/153400
Grape Mountain,5896,1797,43.60832,-115.7712,Hiking,Summer,http://www.summitpost.org/grape-mountain/530765
Grave Peak,8282,2524,46.3952,-114.7304,,"Summer, Fall",http://www.summitpost.org/grave-peak/542386
Grays Peak (Idaho),10563,3220,43.669,-114.094,,,http://www.summitpost.org/grays-peak-idaho/153334
"Great Wall, 5.9-5.10d",6000,1829,42.099,-113.709,Trad Climbing,"Spring, Summer, Fall",http://www.summitpost.org/great-wall-5-9-5-10d/854107
Griffin Butte,8411,2564,43.73,-114.419,,,http://www.summitpost.org/griffin-butte/153508
Guffey Butte (ID),3130,954,43.28592,-116.54155,Hiking,"Spring, Fall, Winter",http://www.summitpost.org/guffey-butte-id/598954
Gunsight Peak,9527,2904,43.696,-115.0748,Mountaineering,Fall,http://www.summitpost.org/gunsight-peak/767526
Handwerk Peak,10860,3310,43.7591,-114.1592,,,http://www.summitpost.org/handwerk-peak/154386
Hanover Mountain,8047,2453,45.54507,-115.93306,Hiking,,http://www.summitpost.org/hanover-mountain/595479
Hard Butte,8659,2639,45.2605,-116.2098,,,http://www.summitpost.org/hard-butte/155157
Harrison Peak,7292,2223,48.688,-116.6498,,,http://www.summitpost.org/harrison-peak/153359
Mount Harrison,9265,2824,42.3089,-113.6594,,,http://www.summitpost.org/mount-harrison/153871
Hayden Peak,8403,2561,42.9805,-116.65733,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/hayden-peak/196061
He Devil / She Devil,9400,2865,45.3232,-116.5442,,,http://www.summitpost.org/he-devil-she-devil/151965
Heart Mountain,10422,3177,44.3196,-112.7499,,,http://www.summitpost.org/heart-mountain/155176
Heavens Gate,8429,2569,45.3688,-116.4949,,,http://www.summitpost.org/heavens-gate/155179
"Heffalump, 5.8-5.9",,,42.13572,-113.66259,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/heffalump-5-8-5-9/943794
Mount Heinen,6396,1950,43.6617,-115.8761,,,http://www.summitpost.org/mount-heinen/155268
Hell Roaring Peak,9744,2970,,,Mountaineering,Summer,http://www.summitpost.org/hell-roaring-peak/952435
Herd Peak,9860,3005,43.9864,-114.2253,,,http://www.summitpost.org/herd-peak/154160
Mount Heyburn,10229,3118,44.10084,-114.97643,Mountaineering,,http://www.summitpost.org/mount-heyburn/152057
Redfish Peak,10212,3113,44.0505,-114.99,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/redfish-peak/636498
Horseshoe Summit,6985,2129,46.5697,-115.067,Hiking,"Summer, Fall",http://www.summitpost.org/horseshoe-summit/830831
Horstmann Peak,10470,3191,44.113,-115,,,http://www.summitpost.org/horstmann-peak/154892
Horton Peak,9896,3016,43.9658,-114.7475,,,http://www.summitpost.org/horton-peak/154187
Mustang Peak (Howard Peak),11000,3353,43.7532,-114.087,,,http://www.summitpost.org/mustang-peak-howard-peak/154429
Hyndman Peak,12009,3660,43.7492,-114.13,,,http://www.summitpost.org/hyndman-peak/150267
Mount Idaho,12065,3677,44.1061,-113.7777,,,http://www.summitpost.org/mount-idaho/152088
Illinois Peak,7690,2344,47.0264,-115.0705,"Hiking, Mountaineering, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/illinois-peak/153826
Imogene Peak,10125,3086,43.99364,-114.93529,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/imogene-peak/261158
"Incisor (aka Morning Glory), 5.5-5.12b",6400,1951,42.08243,-113.72169,"Trad Climbing, Sport Climbing","Spring, Summer, Fall",http://www.summitpost.org/incisor-aka-morning-glory-5-5-5-12b/796883
Mount Independence,9950,3033,42.1975,-113.6745,,,http://www.summitpost.org/mount-independence/151798
Indian Peak,7728,2355,45.95019,-115.10101,"Hiking, Mixed","Summer, Fall",http://www.summitpost.org/indian-peak/607130
Inferno Cone,6181,1884,43.44289,-113.55168,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/inferno-cone/547247
Invisible Mountain,11330,3453,43.96633,-113.515,"Hiking, Mountaineering","Spring, Summer, Fall",http://www.summitpost.org/invisible-mountain/679990
Iowa Peak (Fishhook Point),9561,2914,,,Hiking,Summer,http://www.summitpost.org/iowa-peak-fishhook-point/980482
Mt. Iowa,10327,3148,44.10347,-114.99808,"Hiking, Mountaineering, Trad Climbing, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/mt-iowa/324760
Mount Limbert,10385,3165,44.1331,-115.0238,"Hiking, Scrambling, Skiing","Summer, Fall",http://www.summitpost.org/mount-limbert/652653
Iron Mountain,9694,2955,43.53808,-115.04486,"Hiking, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/iron-mountain/342591
Italian Peak,10998,3352,44.33957,-112.85156,"Hiking, Bouldering, Scrambling","Summer, Fall",http://www.summitpost.org/italian-peak/449998
Jackson Peak,8124,2476,44.078,-115.413,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/jackson-peak/172484
Jacqueline Peak,11027,3361,43.7151,-114.1044,Hiking,"Summer, Fall",http://www.summitpost.org/jacqueline-peak/296248
John Day Mountain,7424,2263,45.52944,-116.23707,Mixed,"Spring, Summer, Fall, Winter",http://www.summitpost.org/john-day-mountain/590100
"Johnny Cash, 5.8-5.11c",,,42.12721,-113.67597,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/johnny-cash-5-8-5-11c/1001736
Johnstone Peak,9949,3032,43.7169,-114.232,,,http://www.summitpost.org/johnstone-peak/153498
Mount Jordan,10057,3065,44.47017,-114.78069,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/mount-jordan/658788
Jughandle Mountain,8340,2542,44.84307,-115.95766,Sport Climbing,Summer,http://www.summitpost.org/jughandle-mountain/461981
Kelly Mountain,8827,2690,43.493,-114.466,,,http://www.summitpost.org/kelly-mountain/153926
Kent Peak,11664,3555,43.8958,-114.4017,,,http://www.summitpost.org/kent-peak/153163
King Mountain/North King (ID),10612,3235,43.77819,-113.27385,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/king-mountain-north-king-id/782619
"King on the Throne, 5.9-5.12c",,,42.08492,-113.72667,"Trad Climbing, Sport Climbing","Spring, Summer, Fall",http://www.summitpost.org/king-on-the-throne-5-9-5-12c/904064
"Kingpin, 5.9-5.11a",,,42.14106,-113.68656,"Trad Climbing, Sport Climbing","Spring, Summer, Fall",http://www.summitpost.org/kingpin-5-9-5-11a/944542
Lake/Trail Creek Divide (Boulders),9557,2913,43.449,-114.42,,,http://www.summitpost.org/lake-trail-creek-divide-boulders/153907
Langer Peak,9315,2839,44.49023,-115.12123,Hiking,"Spring, Summer, Fall",http://www.summitpost.org/langer-peak/637969
Larkins Peak,6661,2030,46.948,-115.6189,"Hiking, Mixed, Scrambling","Summer, Fall",http://www.summitpost.org/larkins-peak/276313
Latour Peak,6408,1953,47.434,-116.361,Hiking,"Summer, Fall",http://www.summitpost.org/latour-peak/268666
Leatherman Peak,12228,3727,44.082,-113.732,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall",http://www.summitpost.org/leatherman-peak/152079
Lem Peak,10985,3348,44.781,-113.866,,,http://www.summitpost.org/lem-peak/152892
The Riddler,11598,3535,44.1258,-113.0856,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/the-riddler/653109
Lime Mountain,11179,3407,,,"Hiking, Mountaineering, Scrambling, Skiing","Spring, Summer, Fall, Winter",http://www.summitpost.org/lime-mountain/644121
Limestone Mountain,11332,3454,44.02135,-113.55425,"Hiking, Mountaineering, Trad Climbing, Mixed, Scrambling","Spring, Summer, Fall",http://www.summitpost.org/limestone-mountain/235867
Little Mac,11071,3374,43.9953,-113.611,,,http://www.summitpost.org/little-mac/155256
Little Matterhorn,10265,3129,43.7272,-114.0893,,,http://www.summitpost.org/little-matterhorn/154855
Little Sister,10717,3267,44.15869,-113.14703,"Hiking, Mountaineering, Scrambling","Spring, Summer, Fall, Winter",http://www.summitpost.org/little-sister/614281
Lonesome Peak,11302,3445,44.0753,-114.6111,"Hiking, Mountaineering, Scrambling","Summer, Fall",http://www.summitpost.org/lonesome-peak/354068
Lookout Mountain,9954,3034,44.1927,-114.7587,Hiking,"Summer, Fall",http://www.summitpost.org/lookout-mountain/173086
Lookout Mountain (Idaho),6789,2069,47.08263,-115.96696,Hiking,,http://www.summitpost.org/lookout-mountain-idaho/739403
Lookout Mountain (Priest Lake),6727,2050,48.773,-116.769,Hiking,"Spring, Summer, Fall, Winter",http://www.summitpost.org/lookout-mountain-priest-lake/426505
Lorenzo Peak,11240,3426,43.844,-114.5575,,,http://www.summitpost.org/lorenzo-peak/154292
"Lost Arrow Spire, 5.7-5.12a",,,42.08568,-113.71263,"Trad Climbing, Sport Climbing","Spring, Summer, Fall, Winter",http://www.summitpost.org/lost-arrow-spire-5-7-5-12a/1001042
Lost River Peak,12078,3681,44.01495,-113.65128,,,http://www.summitpost.org/lost-river-peak/152086
Shadow Lake Peak,11401,3475,44.04513,-113.56375,Hiking,,http://www.summitpost.org/shadow-lake-peak/313630
"Peak 11,828' (Mountaineer Peak)",11828,3605,44.15399,-113.75917,Mountaineering,"Spring, Summer, Fall",http://www.summitpost.org/peak-11-828-mountaineer-peak/297971
